Plot,species,tag,dbh.in 2018,dbh.in 2023
PIPOLE,QUGA,1116.6C,1.9,
PIPOLE,QUGA,1116.6E,2.3,
PIPOLE,QUGA,1116.7E,1.8,
PIPOLE,PIPO,1116A,18.5,18.5
PIPOLE,QUGA,1116A,2.9,
PIPOLE,JUMO,1116B,1.8,
PIPOLE,PIPO,1116B,18.25,18.3
PIPOLE,PIED,1116C,1.65,
PIPOLE,PIPO,1116D,21.7,21.5
PIPOLE,PIPO,1116E,14.95,15.3
PIPOLE,PIPO,1119A,19.1,19.4
PIPOLE,PIPO,1119B,9.25,9.3
PIPOLE,PIPO,1119C,14.6,14.95
PIPOLE,PIPO,1119D,13.1,13.4
PIPOLE,PIPO,1119E,23.05,23.4
PIPOLE,PIPO,1119F,11.55,10.95
PIPOLE,PIPO,1120A,18.7,18.7
PIPOLE,PIPO,1120B,11.05,10.5
PIPOLF,PIPO,980,27,26.9
PIPOLF,PIPO,981,14.1,14.3
PIPOLF,PIPO,982,15.4,15.3
PIPOLF,PIPO,983,8.1,8.3
PIPOLF,PIPO,984,14.4,14.5
PIPOLF,PIPO,985,12.05,12.2
PIPOLF,PIPO,986,12.8,12.9
PIPOLF,PIPO,987,13.8,13.8
PIPOLF,PIPO,988,16.5,16.6
PIPOLF,PIPO,989,12.7,13.2
PIPOLF,JUOS,990,6.4,7
PIPOLF,PIPO,991,15.1,15.4
PIPOLF,JUOS,992,5.6,6
PIPOLF,PIPO,993,14.5,15.1
PIPOLF,PIPO,994,30.7,30.7
PIPOLF,PIPO,995,16.6,16.7
PIPOLF,PIED,980A,6.85,7
PIPOLF,JUOS,980B,3.45,
PIPOLF,PIED,980B,4.9,5
PIPOLF,PIPO,980C,8.1,7.8
PIPOLF,PIPO,980D,19.4,19.9
PIPOLF,PIPO,981A,14.9,14.9
PIPOLF,PIPO,981B,14.8,15.2
PIPOLF,PIPO,989A,12.75,12.9
PIPOLF,PIED,990A,4.6,4.8
PIPOLF,QUGA,990AB,2,
PIPOLF,PIPO,993A,16.4,16.5
PIPOLF,PIPO,994A,18.6,
PIPOLG,JUOS,959,5.4,5.8
PIPOLG,QUGA,959.5,1.7,
PIPOLG,PIPO,960,15.55,16.3
PIPOLG,PIPO,961,16.9,16.9
PIPOLG,PIPO,962,15.8,16.3
PIPOLG,PIPO,963,16,16.2
PIPOLG,PIPO,964,15,15.55
PIPOLG,PIPO,965,13.1,13.8
PIPOLG,PIPO,966,13.5,13.9
PIPOLG,PIPO,967,20,20.3
PIPOLG,PIPO,968,12.45,13.2
PIPOLG,PIPO,969,15.5,15.7
PIPOLG,PIPO,970,19.45,19.85
PIPOLG,PIPO,971,13.2,13.6
PIPOLG,PIPO,972,14.8,15.3
PIPOLG,PIPO,973,11.05,11.3
PIPOLG,PIPO,974,13.1,13.45
PIPOLG,PIPO,975,15,15.4
PIPOLG,PIPO,976,15.5,15.9
PIPOLG,PIPO,977,13.5,14
PIPOLG,PIPO,978,15.65,15.75
PIPOLG,PIPO,979,15,15.4
PIPOLG,JUOS,958,5.3,5.8
PIPOLG,PIPO,958A,16.2,16.5
PIPOLG,JUOS,958B,4.4,4.8
PIPOLG,PIPO,960A,18.85,19.25
PIPOLG,PIPO,960B,19.9,20.1
PIPOLG,PIPO,960C,15,15.6
PIPOLG,PIPO,961A,18,18.5
PIPOLG,PIPO,962A,16.3,16.6
PIPOLG,PIPO,962B,12.4,12.6
PIPOLG,PIPO,962C,13.2,13.2
PIPOLG,PIPO,962D,12.6,12.8
PIPOLG,PIPO,966A,10.3,10.6
PIPOLG,PIPO,966B,12.65,12.85
PIPOLG,PIPO,967A,16.9,17.2
PIPOLG,PIPO,969A,17.2,17.5
PIPOLG,PIPO,970A,14.6,15.1
PIPOLG,PIPO,971A,12,12.6
PIPOLG,PIPO,971B,14.2,14.8
PIPOLG,PIPO,973A,12.3,12.75
PIPOLG,PIPO,973B,7.15,7.5
PIPOLG,PIPO,974A,10.4,10.8
PIPOLG,PIPO,977A,11.2,11.8
PIPOLG,PIPO,977B,10.2,10.2
PIPOLG,PIPO,979A,11.35,11.7
PIPOLG,PIPO,979B,6.6,5.95
PIPOLG,PIPO,979C,14.4,14.8
PIPOMA,PIPO,1315,10.5,
PIPOMA,PIPO,1316,18.5,
PIPOMA,PIPO,1317,15.7,
PIPOMA,PIPO,1318,12.75,
PIPOMA,PIPO,1319,9.1,
PIPOMA,PIPO,1320,4.45,
PIPOMA,PIPO,1321,11.7,
PIPOMA,PIPO,1322,13.9,
PIPOMA,PIPO,1323,14.75,
PIPOMA,PIPO,1324,13.5,
PIPOMA,PIPO,1325,8.2,
PIPOMA,PIPO,1326,9.7,
PIPOMA,PIPO,1327,10.3,
PIPOMA,PIPO,1328,11,
PIPOMA,PIPO,1329,3.5,
PIPOMA,PIPO,1330,12.8,
PIPOMA,PIPO,1331,11.8,
PIPOMA,PIPO,1332,11.6,
PIPOMA,PIPO,1333,12.1,
PIPOMA,PIPO,1334,11.4,
PIPOMA,PIPO,1335,13.9,
PIPOMA,PIPO,1336,16.5,
PIPOMA,PIPO,1336.5,6.4,
PIPOMA,PIPO,1337,18.8,
PIPOMA,PIPO,1338,13.75,
PIPOMA,PIPO,1339,13.85,
PIPOMA,PIPO,1340,12.6,
PIPOMA,PIPO,1341,16.9,
PIPOMA,PIPO,1342,9.45,
PIPOMA,PIPO,1343,13.8,
PIPOMA,PIPO,1344,11.4,
PIPOMA,PIPO,1345,13,
PIPOMA,PIPO,1345.5,4.8,
PIPOMA,PIPO,1346,12.2,
PIPOMA,PIPO,1347,9.4,
PIPOMA,PIPO,1348,17.9,
PIPOMA,PIPO,1349,12,
PIPOMA,PIPO,1350,9.9,
PIPOMA,PIPO,1351,13.4,
PIPOMA,PIPO,1352,14.6,
PIPOMA,PIPO,1353,19.5,
PIPOMA,PIPO,1354,17.7,
PIPOMA,PIPO,1355,12.4,
PIPOMA,PIPO,1356,19.8,
PIPOMA,PIPO,1357,1.7,
PIPOMA,PIPO,1358,16.2,
PIPOMA,PIPO,1359,15.7,
PIPOMA,PIPO,(S3)out,9.9,
PIPOMA,PIPO,(S7)out,22.4,
PIPOMA,PIPO,1334A,12.3,
PIPOMA,PIPO,1335A,8.6,
PIPOMB,PIPO,1286,14.9,
PIPOMB,PIPO,1287,15.05,
PIPOMB,PIPO,1288,13.5,
PIPOMB,PIPO,1289,17.2,
PIPOMB,PIPO,1290,5.5,
PIPOMB,PIPO,1291,2,
PIPOMB,PIPO,1292,14.4,
PIPOMB,PIPO,1293,13.9,
PIPOMB,PIPO,1294,19.2,
PIPOMB,PIPO,1295,14.2,
PIPOMB,PIPO,1296,11.3,
PIPOMB,PIPO,1297,18.5,
PIPOMB,PIPO,1298,21.75,
PIPOMB,PIPO,1299,15.35,
PIPOMB,PIPO,1300,12.3,
PIPOMB,PIPO,1301,10.8,
PIPOMB,PIPO,1302,14.5,
PIPOMB,PIPO,1303,7.6,
PIPOMB,PIPO,1304,20.3,
PIPOMB,PIPO,1305,20.2,
PIPOMB,PIPO,1306,15,
PIPOMB,PIPO,1307,18.2,
PIPOMB,PIPO,1308,2.3,
PIPOMB,PIPO,1309,16.5,
PIPOMB,PIPO,1310,19.7,
PIPOMB,PIPO,1311,9.45,
PIPOMB,PIPO,1312,5.7,
PIPOMB,PIPO,1313,12.4,
PIPOMB,PIPO,1314,7.6,
PIPOMB,PIPO,1289.5A,6.7,
PIPOMB,PIPO,1289A,5.3,
PIPOMB,PIPO,1289B,11.6,
PIPOMB,PIPO,1289C,9.4,
PIPOMB,PIPO,1291A,16.15,
PIPOMB,PIPO,1291B,2.1,
PIPOMB,PIPO,1291C,14.2,
PIPOMB,PIPO,1293A,11.4,
PIPOMB,PIPO,1293B,16.1,
PIPOMB,PIPO,1295A,14.3,
PIPOMB,PIPO,1295B,13.4,
PIPOMB,PIPO,1296.5A,3.45,
PIPOMB,PIPO,1296A,12.1,
PIPOMB,PIPO,1296B,15,
PIPOMB,PIPO,1296C,9.9,
PIPOMB,PIPO,1296D,14.1,
PIPOMB,PIPO,1296E,9.9,
PIPOMB,PIPO,1298A,20,
PIPOMB,PIPO,1305A,19.2,
PIPOMB,PIPO,1305B,11.4,
PIPOMB,PIPO,1305C,7.2,
PIPOMB,PIPO,1305D,21.2,
PIPOMB,PIPO,1305E,16.1,
PIPOMB,PIPO,1307A,20.5,
PIPOMB,PIPO,1307B,18.35,
PIPOMB,PIPO,1313A,2.5,
PIPOMC,PIPO,1205,8.4,8.8
PIPOMC,PIPO,1206,12.05,12.2
PIPOMC,PIPO,1207,21.1,21.3
PIPOMC,PIPO,1208,15.2,15.6
PIPOMC,PIPO,1209,13.1,14.1
PIPOMC,PIPO,1210,20.8,21.2
PIPOMC,PIPO,1211,13.7,14.2
PIPOMC,PIPO,1212,9.45,9.6
PIPOMC,PIPO,1213,17.4,18
PIPOMC,PIPO,1214,16.9,17.4
PIPOMC,PIPO,1215,16.4,16.8
PIPOMC,PIPO,1215.5,12.4,
PIPOMC,PIPO,1216,9.7,10
PIPOMC,PIPO,1217,13.9,14.2
PIPOMC,PIPO,1218,7,FALLEN
PIPOMC,PIPO,1219,9,FALLEN
PIPOMC,PIPO,1220,5.7,5.8
PIPOMC,PIPO,1221,14.45,15
PIPOMC,PIPO,1222,14,14.2
PIPOMC,PIPO,1223,10.6,
PIPOMC,PIPO,1224,11.5,12.1
PIPOMC,PIPO,1225,12.7,13
PIPOMC,PIPO,1226,10.5,10.7
PIPOMC,PIPO,1227,15.4,15.7
PIPOMC,PIPO,1228,10.7,10.7
PIPOMC,PIPO,1228.5,2.2,
PIPOMC,PIPO,1229,10.8,10.9
PIPOMC,PIPO,1229.5,4.7,
PIPOMC,PIPO,1230,14.5,0
PIPOMC,PIPO,1231,8.45,8.45
PIPOMC,PIPO,1232,9.5,9.5
PIPOMC,PIPO,1233,10.6,10.9
PIPOMC,PIPO,1234,14.3,14.4
PIPOMC,PIPO,1235,7.6,7.65
PIPOMC,PIPO,1236,17.1,MISSING
PIPOMC,PIPO,1237,14.6,14.9
PIPOMC,PIPO,1238,18.9,18.9
PIPOMC,PIPO,1239,12.7,12.7
PIPOMC,PIPO,1240,9.5,9.7
PIPOMC,PIPO,1241,12.35,12.65
PIPOMC,PIPO,1242,16,16.45
PIPOMC,PIPO,1243,15.6,16.1
PIPOMC,PIPO,1244,14.9,15.3
PIPOMC,PIPO,1245,22.6,22.95
PIPOMC,PIPO,1248,12.4,
PIPOMC,PIPO,1249,11.8,11.9
PIPOMC,PIPO,1250,14.6,15
PIPOMC,PIPO,1251,21.2,21.75
PIPOMC,PIPO,1208A,23.4,23.85
PIPOMC,PIPO,1246A,16.55,17.1
PIPOMC,PIPO,1246B,12.8,13.1
PIPOMC,PIPO,1247A,15.2,15.3
PIPOMC,PIPO,1247B,15.4,15.6
PIPOMC,PIPO,1248A,21.6,21.9
PIPOMD,PIPO,1154,16,15.9
PIPOMD,PIPO,1155,15.5,15.6
PIPOMD,PIPO,1156,14.8,14.8
PIPOMD,PIPO,1157,6.4,6.45
PIPOMD,PIPO,1158,14.5,15
PIPOMD,PIPO,1159,17.8,18.1
PIPOMD,PIPO,1160,13.4,13.7
PIPOMD,PIPO,1161,17.2,17.2
PIPOMD,PIPO,1162,14,14.2
PIPOMD,PIPO,1163,17.3,17
PIPOMD,PIPO,1164,12,
PIPOMD,PIPO,1165,11.2,
PIPOMD,PIPO,1166,10.7,10.65
PIPOMD,PIPO,1167,14.2,14.3
PIPOMD,PIPO,1168,16.3,17.5
PIPOMD,PIPO,1169,12.4,12.7
PIPOMD,PIPO,1170,12.3,12.65
PIPOMD,PIPO,1171,14.5,14.7
PIPOMD,PIPO,1171.5,5.6,
PIPOMD,PIPO,1172,19.1,19.4
PIPOMD,PIPO,1173,8.1,8.2
PIPOMD,PIPO,1174,7.4,
PIPOMD,PIPO,1175,10.9,11.1
PIPOMD,PIPO,1176,14.7,13.8
PIPOMD,PIPO,1177,7.3,7.5
PIPOMD,PIPO,1178,9.1,9.2
PIPOMD,PIPO,1179,11.2,11.5
PIPOMD,PIPO,1180,16.9,13.3
PIPOMD,PIPO,1181,16.6,17.1
PIPOMD,PIPO,1182,12,12.5
PIPOMD,PIPO,1183,3.4,16.2
PIPOMD,PIPO,1184,12.8,
PIPOMD,PIPO,1185,1.9,2.5
PIPOMD,PIPO,1186,10.8,10.7
PIPOMD,PIPO,1187,9.5,9.5
PIPOMD,PIPO,1188,11.2,11.2
PIPOMD,PIPO,1189,10,10.1
PIPOMD,PIPO,1190,9.4,9
PIPOMD,PIPO,1191,7.6,7.4
PIPOMD,PIPO,1192,3.5,
PIPOMD,PIPO,1193,9.7,9.95
PIPOMD,PIPO,1194,11.8,12
PIPOMD,PIPO,1195,16.2,16.6
PIPOMD,PIPO,1196,8.4,
PIPOMD,PIPO,1197,10.7,10.8
PIPOMD,PIPO,1198,13.2,13.3
PIPOMD,PIPO,1199,12.7,12.65
PIPOMD,PIPO,1200,15.4,15.4
PIPOMD,PIPO,1201,10.6,10.6
PIPOMD,PIPO,1202,10.2,
PIPOMD,PIPO,1203,13,13.5
PIPOMD,PIPO,1204,8.1,8.1
PIPOME,PIPO,1252,13.9,14.35
PIPOME,PIPO,1253,12.2,12.4
PIPOME,PIPO,1254,8.6,8.7
PIPOME,PIPO,1255,4.6,4.7
PIPOME,PIPO,1256,8.5,8.55
PIPOME,PIPO,1258,16.7,16.95
PIPOME,PIPO,1259,12.1,11.8
PIPOME,PIPO,1260,18.6,18.7
PIPOME,PIPO,1261,20,19.9
PIPOME,PIPO,1262,19.15,18.8
PIPOME,PIPO,1263,16.7,17.2
PIPOME,PIPO,1264,22.65,22.8
PIPOME,PIPO,1265,17.95,18
PIPOME,PIPO,1266,14.8,14.85
PIPOME,PIPO,1267,16.3,16.4
PIPOME,PIPO,1268,14.5,14.5
PIPOME,PIPO,1270,17.25,17.55
PIPOME,PIPO,1271,16.9,16.9
PIPOME,PIPO,1272,6.75,6.5
PIPOME,PIPO,1273,4.6,4.5
PIPOME,PIPO,1274,13.55,13.9
PIPOME,PIPO,1275,14.7,15.05
PIPOME,PIPO,1276,4.2,4.3
PIPOME,PIPO,1277,18.35,18.7
PIPOME,PIPO,1277.5,1.8,
PIPOME,QUGA,1278,2,2.2
PIPOME,PIPO,1279,17.9,17.9
PIPOME,PIPO,1280,19.05,19.55
PIPOME,PIPO,1281,21.05,21.1
PIPOME,PIPO,1282,5.5,5.6
PIPOME,PIPO,1283,9.5,10.4
PIPOME,PIPO,1285,22.55,22.8
PIPOME,PIPO,1257A,14.9,15.1
PIPOME,PIPO,1257A,13.4,14.2
PIPOME,PIPO,1257B,8.15,
PIPOME,PIPO,1257B,2,2.9
PIPOME,PIPO,1257T,2.3,
PIPOME,PIPO,1257U,2.3,
PIPOME,PIPO,1257V,2.1,
PIPOME,PIPO,1257W,2.3,
PIPOME,PIPO,1257X,2.4,
PIPOME,PIPO,1257Y,1.9,
PIPOME,QUGA,1257Z,1.9,
PIPOME,PIPO,1262A,13.05,13.5
PIPOME,QUGA,1262B,2.7,2.9
PIPOME,PIPO,1264AA,22.45,
PIPOME,PIPO,1264AB,10.5,10.9
PIPOME,PIPO,1264B,22.7,23.2
PIPOME,PIPO,1266A,11.1,11.3
PIPOME,PIPO,1266B,17.4,17.8
PIPOME,PIPO,1266C,15.1,15.25
PIPOME,PIPO,1266D,22.9,23.3
PIPOME,PIPO,1267AA,14.75,14.75
PIPOME,PIPO,1267AB,12.7,12.8
PIPOME,PIPO,1267B,15.3,15.5
PIPOME,PIPO,1269A,16,16.5
PIPOME,PIPO,1269B,14,14.5
PIPOME,PIPO,1270A,10.9,11
PIPOME,PIPO,1270B,21.1,21.9
PIPOME,PIPO,1271A,17.75,17.85
PIPOME,PIPO,1271B,10.5,10.5
PIPOME,PIPO,1271C,12.2,12.4
PIPOME,PIPO,1284A,15.9,15.95
PIPOME,PIPO,1284B,15.5,15.65
PJHA,PIED,1623,,
PJHA,PIED,1624,1.8,
PJHA,PIED,1625,1.8,
PJHA,JUOS,1626,,
PJHA,PIED,1627,,
PJHA,PIED,1628,,
PJHA,PIED,1629,5.1,
PJHA,PIED,1630,,
PJHA,JUOS,1631,,
PJHA,PIED,1632,,
PJHA,PIED,1633,,
PJHA,JUOS,1634,8.6,
PJHA,JUOS,1635,,
PJHA,PIED,1636,,
PJHA,JUOS,1637,,
PJHA,PIED,1638,,
PJHA,PIED,1639,4,
PJHA,PIED,1640,,
PJHA,PIED,1641,,
PJHA,PIED,1642,,
PJHA,PIED,1643,,
PJHA,PIED,1644,,
PJHA,PIED,1645,2,
PJHA,PIED,1646,,
PJHA,JUOS,1647,,
PJHA,PIED,1648,,
PJHA,PIED,1649,,
PJHA,PIED,1650,21,
PJHB,JUOS,1653,2.3,
PJHB,PIED,1654,4.3,
PJHB,JUOS,1655,,
PJHB,JUOS,1655,,
PJHB,PIED,1656,,
PJHB,PIED,1657,3.7,
PJHB,PIED,1658,,
PJHB,PIED,1659,,
PJHB,PIED,1660,,
PJHB,PIED,1661,,
PJHB,PIED,1662,,
PJHB,PIED,1663,,
PJHB,PIED,1664,,
PJHB,PIED,1665,3.7,
PJHB,PIED,1666,2.2,
PJHB,PIED,1667,11.3,
PJHB,PIED,1668,,
PJHB,JUOS,1669,,
PJHB,PIED,1670,,
PJHB,PIED,1671,,
PJHB,PIED,1672,,
PJHB,PIED,1673,,
PJHB,PIED,1674,,
PJHB,PIED,1675,,
PJHB,PIED,1676,,
PJHB,JUOS,1677,,
PJHB,PIED,1678,,
PJHB,JUOS,1679,,
PJHC,PIED,1601,10.6,
PJHC,PIED,1602,4.5,
PJHC,PIED,1603,,
PJHC,PIED,1604,,
PJHC,PIED,1605,12.6,
PJHC,PIED,1606,5.4,
PJHC,PIED,1607,,
PJHC,PIED,1608,,
PJHC,JUOS,1609,,
PJHC,JUOS,1610,,
PJHC,PIED,1611,,
PJHC,JUOS,1612,,
PJHC,PIED,1613,,
PJHC,JUOS,1614,,
PJHC,PIED,1615,,
PJHC,PIED,1616,,
PJHC,JUOS,1617,,
PJHC,PIED,1618,5.8,
PJHC,PIED,1619,6.7,
PJHC,PIED,1620,,
PJHC,PIED,1621,3,
PJHC,PIED,1622,,
PJHC,PIED,,,
PJHC,PIED,,8.8,
PJHC,PIED,,,
PJHC,PIED,,,
PJHC,PIED,,,
PJHC,PIED,,6.2,
PJHC,PIED,,,
PJHC,PIED,,,
PJHC,PIED,,4.5,
PJHC,PIED,,,
PJHC,PIED,,,
PJHC,QUGA,,1.9,
PJHD,PIED,1537,3.4,
PJHD,PIED,1538,,
PJHD,PIED,1539,,
PJHD,PIED,1539,,
PJHD,PIED,1539,,
PJHD,JUOS,1540,1,
PJHD,PIED,1541,,
PJHD,PIED,1542,4,
PJHD,PIED,1543,,
PJHD,PIED,1544,,
PJHD,PIED,1545,1.7,
PJHD,PIED,1546,,
PJHD,JUOS,1547,,
PJHD,JUOS,1547,,
PJHD,JUOS,1547,,
PJHD,JUOS,1547,,
PJHD,PIED,1548,3.8,
PJHD,PIED,1549,,
PJHD,PIED,1550,6.4,
PJHD,PIED,1551,,
PJHD,PIED,1552,2.7,
PJHD,PIED,1553,1.8,
PJHD,JUOS,1554,4,
PJHD,PIED,1555,,
PJHD,PIED,1556,3.3,
PJHD,PIED,1557,,
PJHD,PIED,1558,3.5,
PJHD,PIED,1559,,
PJHD,PIED,1560,,
PJHD,PIED,1561,,
PJHD,PIED,1562,,
PJHD,PIED,1563,,
PJHD,PIED,1564,2.6,
PJHD,JUOS,1565,1.6,
PJHD,PIED,1566,,
PJHD,PIED,1567,2.5,
PJHD,PIED,1568,2.8,
PJHD,PIED,1569,5.7,
PJHD,PIED,1570,,
PJHD,PIED,1570,,
PJHD,PIED,1571,,
PJHD,PIED,1572,,
PJHD,PIED,1573,5.1,
PJHD,JUOS,1574,,
PJHD,PIED,1575,3.6,
PJHD,PIED,1576,,
PJHD,PIED,1577,,
PJHD,PIED,1578,,
PJHD,PIED,1579,,
PJHD,PIED,1580,,
PJHD,PIED,1581,,
PJHD,JUOS,1582,,
PJHD,JUOS,1582,,
PJHD,JUOS,1582,,
PJHD,PIED,1583,,
PJHD,PIED,1584,,
PJHD,JUOS,1585,,
PJHD,JUOS,1585,,
PJHD,JUOS,1585,,
PJHD,PIED,1586,,
PJHD,PIED,1587,,
PJHD,JUOS,1588,,
PJHD,JUOS,1588,,
PJHD,PIED,1589,3.2,
PJHD,PIED,1590,,
PJHD,PIED,1591,,
PJHD,PIED,1592,3,
PJHD,PIED,1593,,
PJHD,PIED,1594,4.5,
PJHD,PIED,1595,,
PJHD,PIED,1596,,
PJHD,PIED,1597,4.6,
PJHD,PIED,1598,,
PJHD,PIED,1599,5.9,
PJHD,PIED,1600,3.8,
PJHD,PIED,2901,,
PJHD,PIED,2902,,
PJHD,PIED,2902,,
PJHD,PIED,2903,,
PJHD,PIED,2904,,
PJHD,PIED,2905,4.4,
PJHD,PIED,2906,3.5,
PJHD,PIED,2907,4.4,
PJHD,PIED,2908,,
PJHD,PIED,2909,3.1,
PJHD,PIED,2910,,
PJHD,PIED,2911,2.3,
PJHD,PIED,2912,,
PJHD,PIED,2912,,
PJHD,PIED,2913,1.7,
PJHD,PIED,2914,3,
PJHD,PIED,2915,,
PJHD,JUOS,2916,2.2,
PJHD,PIED,2917,,
PJHD,PIED,2918,,
PJHD,PIED,2919,,
PJHD,PIED,2920,,
PJHD,PIED,2921,,
PJHD,PIED,2922,,
PJHD,PIED,2923,,
PJHD,PIED,2924,2,
PJHD,PIED,2925,,
PJHD,PIED,2926,,
PJHD,JUOS,2927,,
PJHD,JUOS,2927,,
PJHD,JUOS,2927,,
PJHD,JUOS,2927,,
PJHD,JUOS,2927,,
PJHD,JUOS,2927,,
PJHD,PIED,2928,2.1,
PJHD,PIED,2929,,
PJHD,PIED,2930,,
PJHD,PIED,2931,,
PJHD,PIED,2932,,
PJHD,PIED,2933,,
PJHD,PIED,2934,,
PJHD,PIED,2935,,
PJHD,PIED,2936,,
PJHD,PIED,2937,,
PJHD,PIED,2938,3.1,
PJHD,PIED,2939,4.1,
PJHD,JUOS,2940,,
PJHD,JUOS,2940,,
PJHD,PIED,2941,5.2,
PJHD,PIED,,4.3,
PJHE,PIED,2849,1.5,
PJHE,PIED,2850,2.6,
PJHE,PIED,2851,,
PJHE,PIED,2852,2.2,
PJHE,PIED,2853,,
PJHE,QUGA,2854,2.3,
PJHE,PIED,2855,7,
PJHE,JUOS,2856,,
PJHE,PIED,2857,,
PJHE,PIED,2858,2.5,
PJHE,PIED,2859,1.8,
PJHE,JUOS,2860,2.9,
PJHE,JUOS,2861,,
PJHE,JUOS,2862,,
PJHE,JUOS,2863,,
PJHE,JUOS,2864,4.8,
PJHE,PIED,2865,3.5,
PJHE,JUOS,2866,,
PJHE,JUOS,2866,,
PJHE,PIED,2867,,
PJHE,PIED,2868,,
PJHE,PIED,2869,2.2,
PJHE,JUOS,2870,,
PJHE,PIED,2871,,
PJHE,PIED,2872,,
PJHE,PIED,2873,3.7,
PJHE,JUOS,2874,,
PJHE,PIED,2875,,
PJHE,PIED,2876,,
PJHE,PIED,2877,1.9,
PJHE,PIED,2878,,
PJHE,JUOS,2879,,
PJHE,PIED,2880,4.2,
PJHE,PIED,2881,,
PJHE,JUOS,2882,,
PJHE,PIED,2883,1.8,
PJHE,QUGA,2884,1.8,
PJHE,PIED,,13,
PJHE,PIED,,6.2,
PJHE,QUGA,,1.8,
PJHE,JUOS,,,
PJHE,PIED,,11.8,
PJHE,JUOS,,10.5,
PJHE,JUOS,,,
PJHE,JUOS,,1.7,
PJHE,JUOS,,13,
PJHE,JUOS,,,
PJHE,PIED,,12.7,
PJHE,QUGA,,1.7,
PJHE,JUOS,,,
PJLA,PIED,9,6.5,
PJLA,JUOS,1515,,
PJLA,PIED,1516,,
PJLA,JUOS,1517,,
PJLA,JUOS,1518,,
PJLA,JUOS,1519,2.4,
PJLA,JUOS,1520,,
PJLA,JUOS,1521,1.95,
PJLA,JUOS,1522,,
PJLA,PIED,1523,2.8,
PJLA,PIED,1524,,
PJLA,PIED,1525,,
PJLA,PIED,1526,,
PJLA,PIED,1527,,
PJLA,JUOS,1528,1.9,
PJLA,PIED,1529,,
PJLA,JUOS,1530,3,
PJLA,PIED,1531,3.6,
PJLA,PIED,1532,,
PJLA,JUOS,1533,,
PJLA,PIED,1534,,
PJLA,JUOS,1535,,
PJLA,JUOS,1536,6.7,
PJLB,PIED,10_1,,
PJLB,JUOS,10_10,,
PJLB,JUOS,10_11,,
PJLB,JUOS,10_12,,
PJLB,JUOS,10_13,,
PJLB,JUOS,10_14,,
PJLB,JUOS,10_14,7.5,
PJLB,JUOS,10_14,9.5,
PJLB,PIED,10_15,,
PJLB,PIED,10_16,,
PJLB,JUOS,10_17,,
PJLB,JUOS,10_17,,
PJLB,JUOS,10_17,,
PJLB,JUOS,10_17,,
PJLB,JUOS,10_17,,
PJLB,JUOS,10_18,,
PJLB,JUOS,10_18,,
PJLB,JUOS,10_18,,
PJLB,PIED,10_2,,
PJLB,PIED,10_2,3.8,
PJLB,JUOS,10_3,,
PJLB,JUOS,10_4,,
PJLB,PIED,10_5,3.9,
PJLB,PIED,10_6,,
PJLB,PIED,10_7,,
PJLB,JUOS,10_8,16,
PJLB,JUOS,10_9,,
PJLD,JUOS,11_1,,
PJLD,JUOS,11_10,,
PJLD,JUOS,11_11,,
PJLD,JUOS,11_12,,
PJLD,JUOS,11_13,17.8,
PJLD,PIED,11_14,,
PJLD,PIED,11_15,,
PJLD,PIED,11_16,,
PJLD,JUOS,11_17,,
PJLD,JUOS,11_18,,
PJLD,JUOS,11_19,,
PJLD,JUOS,11_2,11.5,
PJLD,PIED,11_20,,
PJLD,JUOS,11_21,,
PJLD,JUOS,11_22,,
PJLD,JUOS,11_23,,
PJLD,JUOS,11_3,12.4,
PJLD,JUOS,11_4,,
PJLD,JUOS,11_5,,
PJLD,JUOS,11_6,10.5,
PJLD,JUOS,11_7,,
PJLD,JUOS,11_8,,
PJLD,PIED,11_9,,
PJLC,PIED,12_1,,
PJLC,PIED,12_10,8.1,
PJLC,PIED,12_11,9.6,
PJLC,JUOS,12_12,,
PJLC,JUOS,12_12,,
PJLC,JUOS,12_12,,
PJLC,JUOS,12_13,,
PJLC,JUOS,12_13,,
PJLC,JUOS,12_14,,
PJLC,JUOS,12_14,,
PJLC,JUOS,12_14,,
PJLC,JUOS,12_15,,
PJLC,JUOS,12_16,7.2,
PJLC,JUOS,12_17,,
PJLC,JUOS,12_17,,
PJLC,JUOS,12_18,,
PJLC,JUOS,12_18,,
PJLC,JUOS,12_18,,
PJLC,JUOS,12_19,,
PJLC,JUOS,12_2,,
PJLC,JUOS,12_2,,
PJLC,JUOS,12_2,,
PJLC,JUOS,12_20,,
PJLC,JUOS,12_21,,
PJLC,JUOS,12_22,,
PJLC,JUOS,12_23,,
PJLC,PIED,12_24,3.7,
PJLC,JUOS,12_25,,
PJLC,JUOS,12_26,,
PJLC,JUOS,12_27,,
PJLC,JUOS,12_28,,
PJLC,JUOS,12_29,,
PJLC,JUOS,12_3,,
PJLC,JUOS,12_30,,
PJLC,JUOS,12_31,9.9,
PJLC,PIED,12_32,4.5,
PJLC,PIED,12_33,,
PJLC,JUOS,12_34,,
PJLC,JUOS,12_35,,
PJLC,JUOS,12_36,,
PJLC,JUOS,12_37,,
PJLC,JUOS,12_38,,
PJLC,PIED,12_39,2.3,
PJLC,JUOS,12_4,,
PJLC,JUOS,12_40,6.5,
PJLC,JUOS,12_41,,
PJLC,PIED,12_42,8,
PJLC,JUOS,12_43,,
PJLC,JUOS,12_5,,
PJLC,JUOS,12_6,,
